,max_depth,learn_rate,accuracy
223,5.0,0.4699183673469388,82.0
224,5.0,0.4903061224489796,71.0
225,5.0,0.5106938775510205,70.0
226,5.0,0.5310816326530613,78.0
227,5.0,0.551469387755102,85.0
228,5.0,0.5718571428571428,57.0
229,5.0,0.5922448979591837,75.0
230,5.0,0.6126326530612245,69.0
231,5.0,0.6330204081632653,82.0
232,5.0,0.6534081632653062,80.0
233,5.0,0.673795918367347,68.0
234,5.0,0.6941836734693878,65.0
235,5.0,0.7145714285714286,77.0
236,5.0,0.7349591836734695,55.0
237,5.0,0.7553469387755103,88.0
238,5.0,0.775734693877551,71.0
239,5.0,0.7961224489795918,80.0
240,5.0,0.8165102040816327,82.0
241,5.0,0.8368979591836735,70.0
242,5.0,0.8572857142857143,82.0
243,5.0,0.8776734693877551,65.0
244,5.0,0.898061224489796,91.0
245,5.0,0.9184489795918368,51.0
246,5.0,0.9388367346938776,72.0
247,5.0,0.9592244897959183,81.0
248,5.0,0.9796122448979592,71.0
249,5.0,1.0,51.0
250,6.0,0.001,88.0
251,6.0,0.0213877551020408,85.0
252,6.0,0.0417755102040816,75.0
253,6.0,0.0621632653061224,96.0
254,6.0,0.0825510204081632,88.0
255,6.0,0.102938775510204,87.0
256,6.0,0.1233265306122449,69.0
257,6.0,0.1437142857142857,84.0
258,6.0,0.1641020408163265,79.0
259,6.0,0.1844897959183673,87.0
260,6.0,0.2048775510204081,82.0
261,6.0,0.225265306122449,81.0
262,6.0,0.2456530612244898,71.0
263,6.0,0.2660408163265306,73.0
264,6.0,0.2864285714285714,70.0
265,6.0,0.3068163265306122,69.0
266,6.0,0.3272040816326531,90.0
267,6.0,0.3475918367346939,63.0
268,6.0,0.3679795918367347,84.0
269,6.0,0.3883673469387755,55.0
270,6.0,0.4087551020408163,54.0
271,6.0,0.4291428571428571,52.0
272,6.0,0.449530612244898,80.0
273,6.0,0.4699183673469388,84.0
274,6.0,0.4903061224489796,87.0
275,6.0,0.5106938775510205,90.0
276,6.0,0.5310816326530613,66.0
277,6.0,0.551469387755102,67.0
278,6.0,0.5718571428571428,73.0
279,6.0,0.5922448979591837,73.0
280,6.0,0.6126326530612245,72.0
281,6.0,0.6330204081632653,56.0
282,6.0,0.6534081632653062,49.0
283,6.0,0.673795918367347,50.0
284,6.0,0.6941836734693878,82.0
285,6.0,0.7145714285714286,72.0
286,6.0,0.7349591836734695,48.0
287,6.0,0.7553469387755103,88.0
288,6.0,0.775734693877551,53.0
289,6.0,0.7961224489795918,78.0
290,6.0,0.8165102040816327,51.0
291,6.0,0.8368979591836735,65.0
292,6.0,0.8572857142857143,85.0
293,6.0,0.8776734693877551,77.0
294,6.0,0.898061224489796,75.0
295,6.0,0.9184489795918368,78.0
296,6.0,0.9388367346938776,53.0
297,6.0,0.9592244897959183,73.0
298,6.0,0.9796122448979592,86.0
299,6.0,1.0,77.0
300,7.0,0.001,84.0
301,7.0,0.0213877551020408,68.0
302,7.0,0.0417755102040816,92.0
303,7.0,0.0621632653061224,79.0
304,7.0,0.0825510204081632,67.0
305,7.0,0.102938775510204,78.0
306,7.0,0.1233265306122449,92.0
307,7.0,0.1437142857142857,86.0
308,7.0,0.1641020408163265,96.0
309,7.0,0.1844897959183673,98.0
310,7.0,0.2048775510204081,81.0
311,7.0,0.225265306122449,76.0
312,7.0,0.2456530612244898,61.0
313,7.0,0.2660408163265306,49.0
314,7.0,0.2864285714285714,84.0
315,7.0,0.3068163265306122,65.0
316,7.0,0.3272040816326531,55.0
317,7.0,0.3475918367346939,74.0
318,7.0,0.3679795918367347,74.0
319,7.0,0.3883673469387755,83.0
320,7.0,0.4087551020408163,90.0
321,7.0,0.4291428571428571,52.0
322,7.0,0.449530612244898,58.0
323,7.0,0.4699183673469388,83.0
324,7.0,0.4903061224489796,68.0
325,7.0,0.5106938775510205,84.0
326,7.0,0.5310816326530613,84.0
327,7.0,0.551469387755102,73.0
328,7.0,0.5718571428571428,83.0
329,7.0,0.5922448979591837,88.0
330,7.0,0.6126326530612245,79.0
331,7.0,0.6330204081632653,59.0
332,7.0,0.6534081632653062,62.0
333,7.0,0.673795918367347,74.0
334,7.0,0.6941836734693878,89.0
335,7.0,0.7145714285714286,64.0
336,7.0,0.7349591836734695,67.0
337,7.0,0.7553469387755103,69.0
338,7.0,0.775734693877551,66.0
339,7.0,0.7961224489795918,83.0
340,7.0,0.8165102040816327,90.0
341,7.0,0.8368979591836735,59.0
342,7.0,0.8572857142857143,55.0
343,7.0,0.8776734693877551,80.0
344,7.0,0.898061224489796,63.0
345,7.0,0.9184489795918368,54.0
346,7.0,0.9388367346938776,59.0
347,7.0,0.9592244897959183,68.0
348,7.0,0.9796122448979592,70.0
349,7.0,1.0,86.0
350,8.0,0.001,96.0
351,8.0,0.0213877551020408,70.0
352,8.0,0.0417755102040816,74.0
353,8.0,0.0621632653061224,70.0
354,8.0,0.0825510204081632,81.0
355,8.0,0.102938775510204,71.0
356,8.0,0.1233265306122449,97.0
357,8.0,0.1437142857142857,88.0
358,8.0,0.1641020408163265,68.0
359,8.0,0.1844897959183673,96.0
360,8.0,0.2048775510204081,69.0
361,8.0,0.225265306122449,54.0
362,8.0,0.2456530612244898,52.0
363,8.0,0.2660408163265306,80.0
364,8.0,0.2864285714285714,88.0
365,8.0,0.3068163265306122,58.0
366,8.0,0.3272040816326531,68.0
367,8.0,0.3475918367346939,50.0
368,8.0,0.3679795918367347,61.0
369,8.0,0.3883673469387755,76.0
370,8.0,0.4087551020408163,67.0
371,8.0,0.4291428571428571,90.0
372,8.0,0.449530612244898,50.0
373,8.0,0.4699183673469388,61.0
374,8.0,0.4903061224489796,72.0
375,8.0,0.5106938775510205,85.0
376,8.0,0.5310816326530613,54.0
377,8.0,0.551469387755102,79.0
378,8.0,0.5718571428571428,69.0
379,8.0,0.5922448979591837,70.0
380,8.0,0.6126326530612245,86.0
381,8.0,0.6330204081632653,66.0
382,8.0,0.6534081632653062,67.0
383,8.0,0.673795918367347,88.0
384,8.0,0.6941836734693878,63.0
385,8.0,0.7145714285714286,78.0
386,8.0,0.7349591836734695,52.0
387,8.0,0.7553469387755103,59.0
388,8.0,0.775734693877551,80.0
389,8.0,0.7961224489795918,59.0
390,8.0,0.8165102040816327,56.0
391,8.0,0.8368979591836735,76.0
392,8.0,0.8572857142857143,56.0
393,8.0,0.8776734693877551,75.0
394,8.0,0.898061224489796,90.0
395,8.0,0.9184489795918368,64.0
396,8.0,0.9388367346938776,80.0
397,8.0,0.9592244897959183,67.0
398,8.0,0.9796122448979592,75.0
399,8.0,1.0,61.0
400,9.0,0.001,97.0
401,9.0,0.0213877551020408,66.0
402,9.0,0.0417755102040816,67.0
403,9.0,0.0621632653061224,66.0
404,9.0,0.0825510204081632,61.0
405,9.0,0.102938775510204,71.0
406,9.0,0.1233265306122449,87.0
407,9.0,0.1437142857142857,90.0
408,9.0,0.1641020408163265,93.0
409,9.0,0.1844897959183673,96.0
410,9.0,0.2048775510204081,70.0
411,9.0,0.225265306122449,53.0
412,9.0,0.2456530612244898,54.0
413,9.0,0.2660408163265306,53.0
414,9.0,0.2864285714285714,50.0
415,9.0,0.3068163265306122,70.0
416,9.0,0.3272040816326531,85.0
417,9.0,0.3475918367346939,59.0
418,9.0,0.3679795918367347,64.0
419,9.0,0.3883673469387755,61.0
420,9.0,0.4087551020408163,50.0
421,9.0,0.4291428571428571,61.0
422,9.0,0.449530612244898,48.0
423,9.0,0.4699183673469388,88.0
424,9.0,0.4903061224489796,77.0
425,9.0,0.5106938775510205,57.0
426,9.0,0.5310816326530613,74.0
427,9.0,0.551469387755102,82.0
428,9.0,0.5718571428571428,52.0
429,9.0,0.5922448979591837,59.0
430,9.0,0.6126326530612245,53.0
431,9.0,0.6330204081632653,79.0
432,9.0,0.6534081632653062,66.0
433,9.0,0.673795918367347,72.0
434,9.0,0.6941836734693878,84.0
435,9.0,0.7145714285714286,62.0
436,9.0,0.7349591836734695,60.0
437,9.0,0.7553469387755103,87.0
438,9.0,0.775734693877551,82.0
439,9.0,0.7961224489795918,82.0
440,9.0,0.8165102040816327,79.0
441,9.0,0.8368979591836735,76.0
442,9.0,0.8572857142857143,81.0
443,9.0,0.8776734693877551,85.0
444,9.0,0.898061224489796,73.0
445,9.0,0.9184489795918368,79.0
446,9.0,0.9388367346938776,91.0
447,9.0,0.9592244897959183,64.0
448,9.0,0.9796122448979592,77.0
449,9.0,1.0,65.0
450,10.0,0.001,77.0
451,10.0,0.0213877551020408,66.0
452,10.0,0.0417755102040816,75.0
453,10.0,0.0621632653061224,72.0
454,10.0,0.0825510204081632,86.0
455,10.0,0.102938775510204,77.0
456,10.0,0.1233265306122449,95.0
457,10.0,0.1437142857142857,93.0
458,10.0,0.1641020408163265,82.0
459,10.0,0.1844897959183673,82.0
460,10.0,0.2048775510204081,69.0
461,10.0,0.225265306122449,53.0
462,10.0,0.2456530612244898,52.0
463,10.0,0.2660408163265306,60.0
464,10.0,0.2864285714285714,81.0
465,10.0,0.3068163265306122,62.0
466,10.0,0.3272040816326531,74.0
467,10.0,0.3475918367346939,73.0
468,10.0,0.3679795918367347,71.0
469,10.0,0.3883673469387755,79.0
470,10.0,0.4087551020408163,65.0
471,10.0,0.4291428571428571,83.0
472,10.0,0.449530612244898,55.0
473,10.0,0.4699183673469388,82.0
474,10.0,0.4903061224489796,64.0
475,10.0,0.5106938775510205,70.0
476,10.0,0.5310816326530613,75.0
477,10.0,0.551469387755102,62.0
478,10.0,0.5718571428571428,74.0
479,10.0,0.5922448979591837,56.0
480,10.0,0.6126326530612245,71.0
481,10.0,0.6330204081632653,66.0
482,10.0,0.6534081632653062,87.0
483,10.0,0.673795918367347,62.0
484,10.0,0.6941836734693878,85.0
485,10.0,0.7145714285714286,86.0
486,10.0,0.7349591836734695,66.0
487,10.0,0.7553469387755103,70.0
488,10.0,0.775734693877551,72.0
489,10.0,0.7961224489795918,60.0
490,10.0,0.8165102040816327,52.0
491,10.0,0.8368979591836735,50.0
492,10.0,0.8572857142857143,67.0
493,10.0,0.8776734693877551,85.0
494,10.0,0.898061224489796,70.0
495,10.0,0.9184489795918368,55.0
496,10.0,0.9388367346938776,67.0
497,10.0,0.9592244897959183,88.0
498,10.0,0.9796122448979592,54.0
499,10.0,1.0,83.0
500,11.0,0.001,57.0
501,11.0,0.0213877551020408,84.0
502,11.0,0.0417755102040816,73.0
503,11.0,0.0621632653061224,58.0
504,11.0,0.0825510204081632,56.0
505,11.0,0.102938775510204,63.0
506,11.0,0.1233265306122449,77.0
507,11.0,0.1437142857142857,52.0
508,11.0,0.1641020408163265,82.0
509,11.0,0.1844897959183673,88.0
510,11.0,0.2048775510204081,37.0
511,11.0,0.225265306122449,55.0
512,11.0,0.2456530612244898,63.0
513,11.0,0.2660408163265306,46.0
514,11.0,0.2864285714285714,39.0
515,11.0,0.3068163265306122,50.0
516,11.0,0.3272040816326531,41.0
517,11.0,0.3475918367346939,65.0
518,11.0,0.3679795918367347,73.0
519,11.0,0.3883673469387755,37.0
520,11.0,0.4087551020408163,50.0
521,11.0,0.4291428571428571,46.0
522,11.0,0.449530612244898,43.0
523,11.0,0.4699183673469388,61.0
524,11.0,0.4903061224489796,40.0
525,11.0,0.5106938775510205,41.0
526,11.0,0.5310816326530613,61.0
527,11.0,0.551469387755102,39.0
528,11.0,0.5718571428571428,54.0
529,11.0,0.5922448979591837,55.0
530,11.0,0.6126326530612245,68.0
531,11.0,0.6330204081632653,55.0
532,11.0,0.6534081632653062,47.0
533,11.0,0.673795918367347,36.0
534,11.0,0.6941836734693878,61.0
535,11.0,0.7145714285714286,49.0
536,11.0,0.7349591836734695,73.0
537,11.0,0.7553469387755103,72.0
538,11.0,0.775734693877551,46.0
539,11.0,0.7961224489795918,71.0
540,11.0,0.8165102040816327,48.0
541,11.0,0.8368979591836735,38.0
542,11.0,0.8572857142857143,68.0
543,11.0,0.8776734693877551,41.0
544,11.0,0.898061224489796,45.0
545,11.0,0.9184489795918368,40.0
546,11.0,0.9388367346938776,58.0
547,11.0,0.9592244897959183,45.0
548,11.0,0.9796122448979592,37.0
549,11.0,1.0,48.0
550,12.0,0.001,88.0
551,12.0,0.0213877551020408,67.0
552,12.0,0.0417755102040816,84.0
553,12.0,0.0621632653061224,64.0
554,12.0,0.0825510204081632,63.0
555,12.0,0.102938775510204,87.0
556,12.0,0.1233265306122449,78.0
557,12.0,0.1437142857142857,57.0
558,12.0,0.1641020408163265,65.0
559,12.0,0.1844897959183673,58.0
560,12.0,0.2048775510204081,69.0
561,12.0,0.225265306122449,47.0
562,12.0,0.2456530612244898,70.0
563,12.0,0.2660408163265306,70.0
564,12.0,0.2864285714285714,36.0
565,12.0,0.3068163265306122,75.0
566,12.0,0.3272040816326531,57.0
567,12.0,0.3475918367346939,64.0
568,12.0,0.3679795918367347,43.0
569,12.0,0.3883673469387755,46.0
570,12.0,0.4087551020408163,76.0
571,12.0,0.4291428571428571,72.0
572,12.0,0.449530612244898,49.0
573,12.0,0.4699183673469388,65.0
574,12.0,0.4903061224489796,70.0
575,12.0,0.5106938775510205,56.0
576,12.0,0.5310816326530613,72.0
577,12.0,0.551469387755102,40.0
578,12.0,0.5718571428571428,54.0
579,12.0,0.5922448979591837,49.0
580,12.0,0.6126326530612245,61.0
581,12.0,0.6330204081632653,39.0
582,12.0,0.6534081632653062,60.0
583,12.0,0.673795918367347,77.0
584,12.0,0.6941836734693878,60.0
585,12.0,0.7145714285714286,53.0
586,12.0,0.7349591836734695,75.0
587,12.0,0.7553469387755103,43.0
588,12.0,0.775734693877551,74.0
589,12.0,0.7961224489795918,75.0
590,12.0,0.8165102040816327,49.0
591,12.0,0.8368979591836735,67.0
592,12.0,0.8572857142857143,73.0
593,12.0,0.8776734693877551,68.0
594,12.0,0.898061224489796,58.0
595,12.0,0.9184489795918368,50.0
596,12.0,0.9388367346938776,68.0
597,12.0,0.9592244897959183,60.0
598,12.0,0.9796122448979592,52.0
599,12.0,1.0,68.0
600,13.0,0.001,54.0
601,13.0,0.0213877551020408,89.0
602,13.0,0.0417755102040816,88.0
603,13.0,0.0621632653061224,58.0
604,13.0,0.0825510204081632,52.0
605,13.0,0.102938775510204,56.0
606,13.0,0.1233265306122449,66.0
607,13.0,0.1437142857142857,83.0
608,13.0,0.1641020408163265,79.0
609,13.0,0.1844897959183673,87.0
610,13.0,0.2048775510204081,73.0
611,13.0,0.225265306122449,68.0
612,13.0,0.2456530612244898,72.0
613,13.0,0.2660408163265306,62.0
614,13.0,0.2864285714285714,68.0
615,13.0,0.3068163265306122,39.0
616,13.0,0.3272040816326531,57.0
617,13.0,0.3475918367346939,37.0
618,13.0,0.3679795918367347,45.0
619,13.0,0.3883673469387755,40.0
620,13.0,0.4087551020408163,45.0
621,13.0,0.4291428571428571,68.0
622,13.0,0.449530612244898,73.0
623,13.0,0.4699183673469388,48.0
624,13.0,0.4903061224489796,66.0
625,13.0,0.5106938775510205,71.0
626,13.0,0.5310816326530613,59.0
627,13.0,0.551469387755102,50.0
628,13.0,0.5718571428571428,64.0
629,13.0,0.5922448979591837,43.0
630,13.0,0.6126326530612245,40.0
631,13.0,0.6330204081632653,64.0
632,13.0,0.6534081632653062,39.0
633,13.0,0.673795918367347,47.0
634,13.0,0.6941836734693878,37.0
635,13.0,0.7145714285714286,62.0
636,13.0,0.7349591836734695,66.0
637,13.0,0.7553469387755103,71.0
638,13.0,0.775734693877551,71.0
639,13.0,0.7961224489795918,61.0
640,13.0,0.8165102040816327,62.0
641,13.0,0.8368979591836735,40.0
642,13.0,0.8572857142857143,55.0
643,13.0,0.8776734693877551,46.0
644,13.0,0.898061224489796,45.0
645,13.0,0.9184489795918368,75.0
646,13.0,0.9388367346938776,73.0
647,13.0,0.9592244897959183,41.0
648,13.0,0.9796122448979592,43.0
649,13.0,1.0,58.0
650,14.0,0.001,78.0
651,14.0,0.0213877551020408,60.0
652,14.0,0.0417755102040816,65.0
653,14.0,0.0621632653061224,65.0
654,14.0,0.0825510204081632,83.0
655,14.0,0.102938775510204,62.0
656,14.0,0.1233265306122449,86.0
657,14.0,0.1437142857142857,56.0
658,14.0,0.1641020408163265,56.0
659,14.0,0.1844897959183673,76.0
660,14.0,0.2048775510204081,44.0
661,14.0,0.225265306122449,64.0
662,14.0,0.2456530612244898,49.0
663,14.0,0.2660408163265306,75.0
664,14.0,0.2864285714285714,76.0
665,14.0,0.3068163265306122,57.0
666,14.0,0.3272040816326531,46.0
667,14.0,0.3475918367346939,58.0
668,14.0,0.3679795918367347,36.0
669,14.0,0.3883673469387755,72.0
670,14.0,0.4087551020408163,56.0
671,14.0,0.4291428571428571,61.0
672,14.0,0.449530612244898,71.0
673,14.0,0.4699183673469388,58.0
674,14.0,0.4903061224489796,36.0
675,14.0,0.5106938775510205,75.0
676,14.0,0.5310816326530613,50.0
677,14.0,0.551469387755102,56.0
678,14.0,0.5718571428571428,44.0
679,14.0,0.5922448979591837,44.0
680,14.0,0.6126326530612245,45.0
681,14.0,0.6330204081632653,61.0
682,14.0,0.6534081632653062,76.0
683,14.0,0.673795918367347,70.0
684,14.0,0.6941836734693878,60.0
685,14.0,0.7145714285714286,61.0
686,14.0,0.7349591836734695,46.0
687,14.0,0.7553469387755103,73.0
688,14.0,0.775734693877551,37.0
689,14.0,0.7961224489795918,42.0
690,14.0,0.8165102040816327,53.0
691,14.0,0.8368979591836735,62.0
692,14.0,0.8572857142857143,69.0
693,14.0,0.8776734693877551,62.0
694,14.0,0.898061224489796,52.0
695,14.0,0.9184489795918368,59.0
696,14.0,0.9388367346938776,60.0
697,14.0,0.9592244897959183,42.0
698,14.0,0.9796122448979592,41.0
699,14.0,1.0,59.0
700,15.0,0.001,80.0
701,15.0,0.0213877551020408,78.0
702,15.0,0.0417755102040816,70.0
703,15.0,0.0621632653061224,76.0
704,15.0,0.0825510204081632,68.0
705,15.0,0.102938775510204,54.0
706,15.0,0.1233265306122449,67.0
707,15.0,0.1437142857142857,72.0
708,15.0,0.1641020408163265,72.0
709,15.0,0.1844897959183673,87.0
710,15.0,0.2048775510204081,42.0
711,15.0,0.225265306122449,36.0
712,15.0,0.2456530612244898,67.0
713,15.0,0.2660408163265306,48.0
714,15.0,0.2864285714285714,65.0
715,15.0,0.3068163265306122,58.0
716,15.0,0.3272040816326531,54.0
717,15.0,0.3475918367346939,67.0
718,15.0,0.3679795918367347,65.0
719,15.0,0.3883673469387755,64.0
720,15.0,0.4087551020408163,64.0
721,15.0,0.4291428571428571,65.0
722,15.0,0.449530612244898,51.0
723,15.0,0.4699183673469388,75.0
724,15.0,0.4903061224489796,54.0
725,15.0,0.5106938775510205,53.0
726,15.0,0.5310816326530613,36.0
727,15.0,0.551469387755102,49.0
728,15.0,0.5718571428571428,37.0
729,15.0,0.5922448979591837,63.0
730,15.0,0.6126326530612245,65.0
731,15.0,0.6330204081632653,73.0
732,15.0,0.6534081632653062,39.0
733,15.0,0.673795918367347,36.0
734,15.0,0.6941836734693878,43.0
735,15.0,0.7145714285714286,64.0
736,15.0,0.7349591836734695,74.0
737,15.0,0.7553469387755103,38.0
738,15.0,0.775734693877551,67.0
739,15.0,0.7961224489795918,45.0
740,15.0,0.8165102040816327,45.0
741,15.0,0.8368979591836735,54.0
742,15.0,0.8572857142857143,69.0
743,15.0,0.8776734693877551,68.0
744,15.0,0.898061224489796,58.0
745,15.0,0.9184489795918368,63.0
746,15.0,0.9388367346938776,67.0
747,15.0,0.9592244897959183,42.0
